"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097529","GO:0097529","myeloid leukocyte migration","17/622","241/18614",0.00314523592390926,0.0290869338748303,0.0232643483627999,"6358/4856/4345/1511/1843/1908/1910/2321/3672/83700/80310/5175/5228/9353/7060/7424/2277",17
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","11/622","125/18614",0.00315388344523744,0.0291067676306862,0.0232802118225774,"94/347/395/56477/10395/2042/182/3791/8829/79834/7010",11
"GO:0010544","GO:0010544","negative regulation of platelet activation","4/622","19/18614",0.00320716580475565,0.029476948957056,0.023576290720791,"170692/4846/5154/7056",4
"GO:0051580","GO:0051580","regulation of neurotransmitter uptake","4/622","19/18614",0.00320716580475565,0.029476948957056,0.023576290720791,"477/2670/5071/6622",4
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","8/622","74/18614",0.00322057690822354,0.0294791456875431,0.0235780477125568,"857/28514/2247/2931/3202/9314/2494/8626",8
"GO:0051145","GO:0051145","smooth muscle cell differentiation","8/622","74/18614",0.00322057690822354,0.0294791456875431,0.0235780477125568,"187/1910/2022/4303/23462/8516/10266/6909",8
"GO:0071526","GO:0071526","semaphorin-plexin signaling pathway","6/622","44/18614",0.00325564656169392,0.0297393347145755,0.0237861524303351,"3791/8829/56920/9037/57556/10501",6
"GO:0009636","GO:0009636","response to toxic substance","17/622","242/18614",0.00328119685007785,0.0299116845233166,0.0239240014730727,"5243/9429/114757/10516/2353/57165/3040/3043/11185/4131/4846/5179/5071/11280/6327/27244/6571",17
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","11/622","126/18614",0.0033542695815794,0.0305156720470517,0.0244070835407607,"4856/1843/1908/83700/4739/5228/5764/9353/7060/7424/2277",11
"GO:0001942","GO:0001942","hair follicle development","9/622","91/18614",0.00336298554688813,0.0305329073181973,0.0244208686771998,"60529/2252/2736/9079/4038/4804/5154/54345/8626",9
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development","5/622","31/18614",0.00338889848174566,0.0306438577864516,0.024509609221514,"54567/23462/182/4487/64321",5
"GO:0070293","GO:0070293","renal absorption","5/622","31/18614",0.00338889848174566,0.0306438577864516,0.024509609221514,"358/1910/2934/3043/26249",5
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","13/622","164/18614",0.0034931780107391,0.0315231144678794,0.0252128574162217,"395/1003/10391/10395/2934/256949/4131/130271/5071/1901/85358/9353/6622",13
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","11/622","127/18614",0.00356473702965502,0.0321041507942372,0.0256775826280985,"153090/2247/9573/64388/79812/4804/57556/9353/10252/10253/81848",11
"GO:0098657","GO:0098657","import into cell","18/622","265/18614",0.00361133944432608,0.0324585448851476,0.0259610345596132,"10060/477/482/775/8913/781/2670/3764/56262/9890/5071/11280/6332/6571/84889/6547/6622/7036",18
"GO:0002028","GO:0002028","regulation of sodium ion transport","9/622","92/18614",0.00362009199212282,0.0324720075285406,0.0259718022681357,"477/482/57520/154215/4846/5187/6327/6330/54997",9
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","6/622","45/18614",0.0036524723159575,0.0326969321724516,0.0261517017822557,"153090/1843/4616/3082/5187/23328",6
"GO:0035107","GO:0035107","appendage morphogenesis","12/622","146/18614",0.00367449324298947,0.0327435816859796,0.0261890130553635,"8854/60529/775/3236/3235/4038/4487/5125/91461/6909/8626/7704",12
"GO:0035108","GO:0035108","limb morphogenesis","12/622","146/18614",0.00367449324298947,0.0327435816859796,0.0261890130553635,"8854/60529/775/3236/3235/4038/4487/5125/91461/6909/8626/7704",12
"GO:0061572","GO:0061572","actin filament bundle organization","13/622","165/18614",0.00367962948794632,0.0327435816859796,0.0261890130553635,"395/22899/10391/10395/7184/3397/4739/8829/5071/1901/85358/11346/171024",13
"GO:0002002","GO:0002002","regulation of angiotensin levels in blood","3/622","10/18614",0.00373767586594226,0.0328447835224164,0.0262699564366065,"1215/1359/1511",3
"GO:0010764","GO:0010764","negative regulation of fibroblast migration","3/622","10/18614",0.00373767586594226,0.0328447835224164,0.0262699564366065,"114757/2247/3036",3
"GO:0062042","GO:0062042","regulation of cardiac epithelial to mesenchymal transition","3/622","10/18614",0.00373767586594226,0.0328447835224164,0.0262699564366065,"2022/182/7048",3
"GO:0097104","GO:0097104","postsynaptic membrane assembly","3/622","10/18614",0.00373767586594226,0.0328447835224164,0.0262699564366065,"4038/54413/9379",3
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","7/622","60/18614",0.00374236809571768,0.0328447835224164,0.0262699564366065,"28514/2247/9573/23764/8643/8626/7538",7
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","7/622","60/18614",0.00374236809571768,0.0328447835224164,0.0262699564366065,"28514/2247/10365/9314/57381/57556/63923",7
"GO:2000630","GO:2000630","positive regulation of miRNA metabolic process","7/622","60/18614",0.00374236809571768,0.0328447835224164,0.0262699564366065,"84913/1958/2247/2353/3725/9314/4804",7
"GO:0000302","GO:0000302","response to reactive oxygen species","15/622","205/18614",0.00382009317804863,0.0334613249803242,0.0267630794078553,"347/358/10516/2353/3040/3043/3082/3373/3725/10365/4846/80310/5311/27244/10628",15
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","12/622","147/18614",0.00388323531860949,0.0339479712619064,0.0271523094543398,"92/2247/2662/2735/3082/3199/3399/3479/182/63923/8626/7424",12
"GO:0035813","GO:0035813","regulation of renal sodium excretion","4/622","20/18614",0.00390427710908405,0.0340653885775053,0.0272462223207035,"552/554/1910/4881",4
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","13/622","167/18614",0.00407673689249953,0.0354959110930578,0.0283903846544117,"395/1003/10391/10395/2934/256949/4131/130271/5071/1901/85358/9353/6622",13
"GO:2001222","GO:2001222","regulation of neuron migration","6/622","46/18614",0.00408409164721286,0.0354959110930578,0.0283903846544117,"153090/23768/285313/5649/57556/63923",6
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","12/622","148/18614",0.00410140810254161,0.0355512895039016,0.0284346774852475,"857/1028/2022/54756/8516/8425/63976/10252/10253/7049/7148/9839",12
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","7/622","61/18614",0.00410844955252606,0.0355512895039016,0.0284346774852475,"857/64072/130733/7220/7222/7223/7225",7
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","8/622","77/18614",0.00412223397062667,0.0355512895039016,0.0284346774852475,"94/84913/857/54567/2321/79812/4804/5797",8
"GO:0043297","GO:0043297","apical junction assembly","8/622","77/18614",0.00412223397062667,0.0355512895039016,0.0284346774852475,"1003/5010/149461/7122/1366/90952/5175/10266",8
"GO:0071772","GO:0071772","response to BMP","14/622","187/18614",0.00416874271255133,0.0357124951623087,0.0285636131995231,"92/94/1003/1958/2022/2662/9573/64388/3791/4487/4093/6692/7049/23090",14
"GO:0071773","GO:0071773","cellular response to BMP stimulus","14/622","187/18614",0.00416874271255133,0.0357124951623087,0.0285636131995231,"92/94/1003/1958/2022/2662/9573/64388/3791/4487/4093/6692/7049/23090",14
"GO:0022404","GO:0022404","molting cycle process","9/622","94/18614",0.00418040446173261,0.0357124951623087,0.0285636131995231,"60529/2252/2736/9079/4038/4804/5154/54345/8626",9
"GO:0022405","GO:0022405","hair cycle process","9/622","94/18614",0.00418040446173261,0.0357124951623087,0.0285636131995231,"60529/2252/2736/9079/4038/4804/5154/54345/8626",9
"GO:0044703","GO:0044703","multi-organism reproductive process","15/622","207/18614",0.00418081936216483,0.0357124951623087,0.0285636131995231,"92/150/552/1393/2353/2354/3726/23764/5021/5125/5228/5764/6863/7048/7056",15
"GO:0051592","GO:0051592","response to calcium ion","12/622","149/18614",0.00432931269026845,0.0369104830507459,0.0295217893926877,"845/857/1393/2353/2354/3725/3726/5179/5311/7220/7222/10628",12
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","5/622","33/18614",0.00448132074673431,0.0380614642549958,0.0304423686400547,"153090/8322/79812/8829/7424",5
"GO:0071711","GO:0071711","basement membrane organization","5/622","33/18614",0.00448132074673431,0.0380614642549958,0.0304423686400547,"857/1215/23768/3908/10266",5
"GO:0001649","GO:0001649","osteoblast differentiation","17/622","250/18614",0.004553887313922,0.0386045447293842,0.0308767359542439,"92/50846/2247/2662/2735/2736/3082/3199/3399/3479/3481/182/3726/5179/63923/8626/7424",17
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis","4/622","21/18614",0.00469714975026544,0.0397437472253083,0.0317878943401706,"2252/3082/8829/5154",4
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","12/622","151/18614",0.00481554323762004,0.0406686255312968,0.0325276316805278,"857/1028/2022/54756/8516/8425/63976/10252/10253/7049/7148/9839",12
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","10/622","114/18614",0.00488261080275104,0.0411573746762969,0.0329185436418997,"149461/90952/2252/2934/4739/8829/1901/7010/221981/80731",10
"GO:0051965","GO:0051965","positive regulation of synapse assembly","7/622","63/18614",0.0049212194510093,0.0413271637199205,0.0330543445302314,"23768/94030/57633/54674/54413/5021/8128",7
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","7/622","63/18614",0.0049212194510093,0.0413271637199205,0.0330543445302314,"92/94/2022/2662/9573/7048/7148",7
"GO:0032754","GO:0032754","positive regulation of interleukin-5 production","3/622","11/18614",0.00501262376697541,0.0416261669405973,0.0332934936656252,"9173/90865/85480",3
"GO:0043951","GO:0043951","negative regulation of cAMP-mediated signaling","3/622","11/18614",0.00501262376697541,0.0416261669405973,0.0332934936656252,"187/5138/5139",3
"GO:0048563","GO:0048563","post-embryonic animal organ morphogenesis","3/622","11/18614",0.00501262376697541,0.0416261669405973,0.0332934936656252,"64072/2202/3791",3
"GO:0061314","GO:0061314","Notch signaling involved in heart development","3/622","11/18614",0.00501262376697541,0.0416261669405973,0.0332934936656252,"54567/23462/182",3
"GO:0086016","GO:0086016","AV node cell action potential","3/622","11/18614",0.00501262376697541,0.0416261669405973,0.0332934936656252,"775/8913/6330",3
"GO:0086027","GO:0086027","AV node cell to bundle of His cell signaling","3/622","11/18614",0.00501262376697541,0.0416261669405973,0.0332934936656252,"775/8913/6330",3
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","6/622","48/18614",0.00505882714471321,0.0419086553536235,0.0335194339066069,"4856/28514/54567/182/4846/8626",6
"GO:0007612","GO:0007612","learning","12/622","152/18614",0.00507449259456183,0.0419086553536235,0.0335194339066069,"477/7122/2353/4212/54413/9379/57144/5071/5764/5649/85358/6547",12
"GO:1902074","GO:1902074","response to salt","23/622","383/18614",0.00510236398001094,0.0419086553536235,0.0335194339066069,"10060/552/845/857/1393/1740/1910/1958/2353/2354/2690/2931/7184/3725/3726/4062/5021/5179/5311/8128/7220/7222/10628",23
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","5/622","34/18614",0.00511218181927579,0.0419086553536235,0.0335194339066069,"1028/8516/7049/7148/9839",5
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","5/622","34/18614",0.00511218181927579,0.0419086553536235,0.0335194339066069,"8829/56920/9037/57556/10501",5
"GO:0070633","GO:0070633","transepithelial transport","5/622","34/18614",0.00511218181927579,0.0419086553536235,0.0335194339066069,"5243/9429/358/149461/1910",5
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","5/622","34/18614",0.00511218181927579,0.0419086553536235,0.0335194339066069,"1028/8516/7049/7148/9839",5
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","9/622","97/18614",0.00514523262443679,0.0421024885319544,0.0336744658052718,"170692/1465/1511/9002/2623/3043/22915/375033/8613",9
"GO:0043537","GO:0043537","negative regulation of blood vessel endothelial cell migration","8/622","80/18614",0.00520689578645693,0.0425293166791628,0.0340158520356128,"94/51378/54567/2247/9314/4223/79812/6915",8
"GO:0006940","GO:0006940","regulation of smooth muscle contraction","7/622","64/18614",0.00537026609013115,0.0437042018535037,0.0349555501866719,"150/477/10203/857/2149/5021/6915",7
"GO:0071300","GO:0071300","cellular response to retinoic acid","7/622","64/18614",0.00537026609013115,0.0437042018535037,0.0349555501866719,"8854/358/2042/8322/3199/54997/7484",7
"GO:0048640","GO:0048640","negative regulation of developmental growth","10/622","116/18614",0.00551726767063114,0.0448190382826587,0.0358472200741551,"2931/85407/8829/221476/56920/9037/57556/10501/8835/7048",10
"GO:0010881","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","4/622","22/18614",0.00559142178881621,0.0451754583515186,0.0361322924259242,"287/477/775/845",4
"GO:0015669","GO:0015669","gas transport","4/622","22/18614",0.00559142178881621,0.0451754583515186,0.0361322924259242,"358/114757/3040/3043",4
"GO:0035812","GO:0035812","renal sodium excretion","4/622","22/18614",0.00559142178881621,0.0451754583515186,0.0361322924259242,"552/554/1910/4881",4
"GO:0030212","GO:0030212","hyaluronan metabolic process","5/622","35/18614",0.00580341496094448,0.0467195779949416,0.0373673121585994,"2247/3036/3373/10894/55576",5
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","5/622","35/18614",0.00580341496094448,0.0467195779949416,0.0373673121585994,"1003/3791/10266/9037/7010",5
"GO:0072577","GO:0072577","endothelial cell apoptotic process","7/622","65/18614",0.0058493382104487,0.0469204979031692,0.0375280121745634,"1003/153090/641700/3791/10266/9037/7010",7
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","7/622","65/18614",0.0058493382104487,0.0469204979031692,0.0375280121745634,"2247/2252/3082/79812/85407/5154/6909",7
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","14/622","195/18614",0.00601273767539524,0.0481449263596943,0.038507336096449,"150/153090/1908/2247/2321/8322/2690/3357/5154/80310/5311/23328/6622/6997",14
"GO:0044706","GO:0044706","multi-multicellular organism process","15/622","216/18614",0.00616389278137299,0.0492671144454027,0.0394048859952059,"92/150/552/1393/2353/2354/3726/23764/5021/5125/5228/5764/6863/7048/7056",15
"GO:0045927","GO:0045927","positive regulation of growth","17/622","258/18614",0.00620586154752956,0.0494079798026746,0.0395175531040159,"552/28514/2247/2690/2735/3373/3479/3481/57611/4131/4803/8829/5071/9037/6909/7048/7049",17
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","10/622","118/18614",0.00621463195462596,0.0494079798026746,0.0395175531040159,"857/28514/2247/2931/3202/182/9314/4131/2494/8626",10
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","10/622","118/18614",0.00621463195462596,0.0494079798026746,0.0395175531040159,"2022/2159/2152/2247/3479/3481/5154/9037/10253/7010",10
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","9/622","100/18614",0.00627427061395182,0.0496650884477573,0.0397231940667943,"150/287/477/9478/781/845/30845/2669/5311",9
"GO:0007369","GO:0007369","gastrulation","14/622","196/18614",0.00628317486289714,0.0496650884477573,0.0397231940667943,"92/187/84913/1284/1843/2114/9573/8516/9314/8613/64321/83595/6886/7048",14
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","11/622","137/18614",0.00630506801701057,0.0496650884477573,0.0397231940667943,"187/2788/9737/2931/3357/115207/11343/10266/5998/8490/6622",11
"GO:0035270","GO:0035270","endocrine system development","11/622","137/18614",0.00630506801701057,0.0496650884477573,0.0397231940667943,"8854/84159/1028/28514/2247/2735/2736/2931/3200/3202/3232",11
"GO:0030509","GO:0030509","BMP signaling pathway","13/622","176/18614",0.0063135467664821,0.0496650884477573,0.0397231940667943,"92/94/1003/1958/2022/2662/9573/64388/3791/4487/4093/7049/23090",13
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","13/622","176/18614",0.0063135467664821,0.0496650884477573,0.0397231940667943,"9510/347/10203/2247/3479/3725/4846/4881/4969/80310/1901/7048/7432",13
"GO:0010517","GO:0010517","regulation of phospholipase activity","7/622","66/18614",0.00635963038333331,0.0497652195730768,0.0398032810705127,"117/395/552/2247/2321/3357/6622",7
"GO:0031100","GO:0031100","animal organ regeneration","7/622","66/18614",0.00635963038333331,0.0497652195730768,0.0398032810705127,"471/2623/2735/3082/5228/7048/7049",7
"GO:0050771","GO:0050771","negative regulation of axonogenesis","7/622","66/18614",0.00635963038333331,0.0497652195730768,0.0398032810705127,"1949/4038/8829/56920/9037/57556/10501",7
